Id,GP,G,A,P_M,PIM,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,TOI_GP,DOB,First_Season,Ht,Wt,DZ_FOL,DZ_FOW,EV_FOL,EV_FOW,FOL,FOW,NZ_FOL,NZ_FOW,OZ_FO,OZ_FOL,OZ_FOW,PP_FOL,PP_FOW,SH_FOL,SH_FOW,G_Msct,Major,Match,Minor,Msct,Net_Pen,Net_Pen_60,PIMGP,PIMTOIPct,Pen_Drawn,Pen_Drawn_60,Pen_Taken,Pen_Taken_60,Salary
429,66,19,28,-9,28,14,33,5,14,0,0,1,5,113,17.1333333333333,1984-10-29,20032004,76,195,143,126,409,397,504,495,157,152,421,204,217,84,88,11,10,0,0,0,9,1,2,0.11,0:25,2.5,12,0.64,10,0.53,92672.16666666667
430,39,1,7,-3,16,1,8,0,0,0,0,0,0,37,13.95,1993-03-10,20142015,74,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,-7,-0.77,0:24,2.9,0,0.0,7,0.77,133333.33333333334
431,10,0,1,-1,6,0,1,0,0,0,0,0,0,17,13.3333333333333,1995-03-31,20182019,72,194,0,0,1,2,1,3,1,1,2,0,2,0,0,0,1,0,0,0,3,0,-1,-0.45,0:36,4.5,2,0.9,3,1.35,0.9166666666666666
432,50,0,11,5,25,0,10,0,0,0,1,0,0,53,20.5,1988-06-09,20092010,73,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,-1,-0.06,0:30,2.4,10,0.59,11,0.64,262500.0
433,50,6,7,5,23,6,13,0,0,0,0,0,1,56,9.61666666666667,1995-03-06,20192020,73,195,70,60,100,107,119,117,28,28,50,21,29,1,2,18,8,0,1,0,9,0,-3,-0.37,0:27,4.8,7,0.87,10,1.25,58333.333333333336
434,64,6,4,-19,38,6,10,0,0,0,0,0,1,69,12.5333333333333,1994-08-13,20152016,76,212,13,9,29,32,32,34,10,12,22,9,13,1,0,2,2,0,2,0,14,0,-1,-0.07,0:35,4.7,15,1.12,16,1.2,108333.33333333333
435,58,5,14,2,27,5,18,0,0,0,1,0,0,117,21.25,1993-03-26,20132014,76,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,2,0.1,0:27,2.2,14,0.68,12,0.58,266666.6666666667
436,66,13,29,-4,24,8,31,5,11,0,0,0,1,136,16.8833333333333,1991-01-16,20092010,71,195,70,70,267,325,305,390,95,141,319,140,179,38,64,0,1,0,0,0,12,0,16,0.86,0:21,2.2,28,1.51,12,0.65,666666.6666666666
437,49,13,14,13,26,13,27,0,0,0,0,0,2,74,14.6,1994-05-30,20122013,73,190,45,68,120,140,125,146,49,43,66,31,35,2,1,3,5,0,0,0,13,0,-6,-0.5,0:31,3.6,7,0.59,13,1.09,191666.66666666666
438,10,0,2,2,2,0,0,0,2,0,0,0,0,13,13.6333333333333,1988-09-24,20102011,71,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.44,0:12,1.5,2,0.88,1,0.44,66666.66666666667
439,64,9,11,12,15,8,18,0,1,1,1,0,2,93,13.8,1993-05-26,20162017,75,202,2,0,4,0,5,0,0,0,3,3,0,0,0,1,0,0,1,0,5,0,4,0.27,0:14,1.7000000000000002,10,0.68,6,0.41,75000.0
440,65,9,19,-2,32,8,25,1,3,0,0,0,1,88,14.7666666666667,1994-08-11,20172018,70,185,63,56,198,175,216,191,87,77,124,66,58,14,14,4,2,0,0,0,16,0,-5,-0.31,0:29,3.3,11,0.69,16,1.0,300000.0
441,70,21,41,6,16,13,40,7,21,1,1,1,5,135,21.0333333333333,1987-08-24,20062007,75,225,215,257,468,577,631,776,181,234,520,235,285,92,118,71,81,0,0,0,8,0,14,0.5700000000000001,0:13,1.1,22,0.9,8,0.33,666666.6666666666
442,71,27,27,17,20,22,45,3,5,2,4,0,6,169,17.9166666666667,1991-04-01,20112012,73,182,3,0,3,2,9,3,3,1,5,3,2,0,0,6,1,0,0,0,10,0,-2,-0.09,0:16,1.6,8,0.38,10,0.47,291666.6666666667
443,69,13,29,-16,58,10,33,3,9,0,0,1,5,143,18.7333333333333,1985-05-10,20052006,75,228,204,241,410,441,504,530,132,135,322,168,154,33,46,61,43,0,2,0,24,0,-5,-0.23,0:50,4.5,21,0.98,26,1.21,500000.0
444,63,24,21,13,58,15,32,9,13,0,0,0,5,156,17.25,1991-04-30,20122013,75,217,14,11,65,48,70,53,14,14,70,42,28,5,5,0,0,1,2,0,14,1,0,0.0,0:55,5.3,18,0.99,18,0.99,833333.3333333334
445,51,0,8,3,32,0,7,0,0,0,1,0,0,54,15.1666666666667,1990-07-15,20142015,73,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,0,-8,-0.62,0:37,4.1,5,0.39,13,1.01,60416.666666666664
446,63,10,13,-5,10,9,20,1,3,0,0,0,1,102,13.1,1992-06-08,20152016,69,178,0,0,3,1,3,1,0,0,4,3,1,0,0,0,0,0,0,0,5,0,4,0.29,0:09,1.2,9,0.65,5,0.36,61250.0
447,30,11,7,4,4,8,14,3,4,0,0,0,0,72,17.6166666666667,1996-08-15,20172018,73,191,3,1,15,11,19,13,11,7,10,5,5,3,2,1,0,0,0,0,2,0,4,0.45,0:08,0.8,6,0.68,2,0.23,200000.0
448,11,1,0,-1,4,1,1,0,0,0,0,0,0,13,10.65,1996-03-23,20192020,71,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-2,-1.02,0:21,3.4,0,0.0,2,1.02,77083.33333333333
449,58,20,25,11,22,18,34,2,11,0,0,1,6,103,15.2,1995-02-09,20142015,75,201,3,0,9,5,9,5,2,1,8,4,4,0,0,0,0,0,0,0,11,0,1,0.07,0:22,2.5,12,0.82,11,0.75,366666.6666666667
450,71,8,11,5,14,6,15,0,0,2,4,0,1,63,12.8166666666667,1989-05-10,20162017,73,208,37,25,26,30,56,47,11,12,18,8,10,0,1,30,16,0,0,0,7,0,2,0.13,0:11,1.5,9,0.59,7,0.46,83333.33333333333
451,51,1,10,-9,22,1,8,0,3,0,0,1,1,79,17.1333333333333,1992-10-29,20152016,73,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,-2,-0.14,0:25,2.5,9,0.62,11,0.76,322916.6666666667
452,68,22,17,1,20,18,29,4,10,0,0,0,5,158,14.15,1996-03-11,20182019,70,165,1,0,7,4,7,4,2,4,4,4,0,0,0,0,0,0,0,0,9,0,6,0.37,0:17,2.1,15,0.94,9,0.56,66666.66666666667
453,69,32,63,36,20,25,71,7,24,0,0,0,4,209,20.6,1991-10-30,20152016,71,170,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,10,0,10,0.42,0:17,1.4,20,0.84,10,0.42,1083333.3333333333
454,67,5,8,8,53,5,11,0,0,0,2,0,1,98,19.95,1992-10-14,20132014,77,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,1,-8,-0.36,0:47,4.0,12,0.54,20,0.9,100000.0
455,38,1,8,4,20,1,7,0,0,0,2,0,0,49,21.1333333333333,1994-08-16,20152016,75,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,-6,-0.45,0:31,2.5,4,0.30000000000000004,10,0.75,208333.33333333334
456,15,1,2,-2,0,1,3,0,0,0,0,0,1,23,12.1333333333333,1997-04-08,20182019,71,180,0,0,2,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0:00,0.0,0,0.0,0,0.0,61250.0
457,69,22,37,21,30,18,46,4,13,0,0,1,4,185,19.8333333333333,1992-12-07,20112012,75,211,122,179,276,413,367,542,108,165,335,137,198,45,76,46,53,0,0,0,15,0,2,0.09,0:26,2.2,17,0.75,15,0.66,395833.3333333333
458,65,4,22,21,36,4,26,0,0,0,0,0,1,92,17.7,1989-02-21,20102011,73,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,-12,-0.63,0:33,3.1,6,0.31,18,0.94,234913.83333333334
459,57,6,7,6,28,5,12,0,0,1,1,0,0,98,14.4166666666667,1994-08-10,20172018,72,204,3,2,10,6,16,7,8,3,7,5,2,0,0,6,1,0,0,0,14,0,-7,-0.51,0:29,3.4,7,0.51,14,1.02,83333.33333333333
460,27,2,7,-9,4,2,7,0,2,0,0,0,0,32,19.95,1993-09-27,20132014,73,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.11,0:08,0.7,3,0.33,2,0.22,391666.6666666667
461,49,3,10,14,30,2,12,1,1,0,0,0,0,38,15.6,1995-02-08,20162017,74,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,-4,-0.31,0:36,3.9,8,0.63,12,0.94,125000.0
462,71,43,67,-7,18,27,66,16,44,0,0,2,10,218,22.6166666666667,1995-10-27,20142015,74,208,198,196,446,458,608,661,120,135,620,290,330,114,159,48,44,0,0,0,9,0,11,0.41,0:15,1.1,20,0.75,9,0.34,750000.0
463,49,7,8,-9,10,5,13,2,2,0,0,0,0,71,13.1,1988-01-05,20092010,70,188,2,3,6,12,6,13,0,5,9,4,5,0,1,0,0,0,0,0,5,0,1,0.09,0:12,1.6,6,0.56,5,0.47,333333.3333333333
464,57,29,37,14,22,19,47,10,19,0,0,0,6,176,18.4166666666667,1990-02-07,20082009,73,193,121,119,221,260,307,365,55,69,308,131,177,39,65,47,40,0,0,0,10,0,5,0.29,0:23,2.1,15,0.86,10,0.5700000000000001,791666.6666666666
465,4,0,0,-2,0,0,0,0,0,0,0,0,0,4,15.5,1990-02-23,20132014,74,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.97,0:00,0.0,1,0.97,0,0.0,58333.333333333336
466,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6.98333333333333,1997-10-30,20172018,79,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0:00,0.0,0,0.0,0,0.0,100000.0
467,9,1,1,-3,0,0,1,0,0,1,1,0,0,16,13.7666666666667,1992-02-04,20142015,72,205,20,10,30,31,39,33,9,15,18,10,8,3,1,6,1,0,0,0,0,0,1,0.48,0:00,0.0,1,0.48,0,0.0,58333.333333333336
468,13,1,1,3,8,1,2,0,0,0,0,0,0,18,12.2333333333333,1992-07-17,20122013,78,208,19,18,54,32,58,38,25,14,20,14,6,1,3,3,3,0,0,0,4,0,0,0.0,0:36,5.0,4,1.51,4,1.51,437500.0
469,3,0,0,2,0,0,0,0,0,0,0,0,0,9,17.9166666666667,1999-05-05,20192020,73,201,4,5,15,27,19,30,5,17,18,10,8,4,3,0,0,0,0,0,0,0,0,0.0,0:00,0.0,0,0.0,0,0.0,77083.33333333333
470,67,7,28,-16,36,2,20,5,14,0,1,2,2,141,25.8166666666667,1989-12-08,20082009,73,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,-9,-0.31,0:32,2.1,9,0.31,18,0.62,833333.3333333334
471,65,8,24,-12,14,3,20,3,8,2,4,0,1,97,16.2666666666667,1997-04-06,20152016,75,210,171,120,302,220,371,283,82,56,225,118,107,34,45,35,18,0,0,0,7,0,7,0.4,0:12,1.3,14,0.79,7,0.4,166666.66666666666
472,52,16,23,0,18,16,28,0,9,0,2,3,3,126,18.5333333333333,1989-03-28,20092010,73,200,75,59,219,175,248,195,110,75,124,63,61,3,6,26,14,0,0,0,4,1,9,0.56,0:20,1.9,14,0.87,5,0.31,750000.0
473,68,20,23,8,47,18,36,2,7,0,0,1,6,195,18.3,1990-07-03,20122013,75,235,17,13,90,77,109,90,11,9,149,81,68,19,13,0,0,0,3,0,11,1,-3,-0.14,0:41,3.8,12,0.58,15,0.72,487500.0
474,68,17,15,4,18,17,31,0,1,0,0,0,2,109,13.7,1996-04-04,20172018,70,184,9,4,31,12,31,12,7,4,19,15,4,0,0,0,0,0,0,0,9,0,13,0.84,0:15,1.9,22,1.42,9,0.58,200000.0
475,65,22,39,1,33,15,37,7,24,0,0,0,4,172,20.4666666666667,1993-04-12,20112012,72,184,68,68,173,185,199,205,62,75,131,69,62,1,4,25,16,0,1,0,14,0,-5,-0.23,0:30,2.5,10,0.45,15,0.68,500000.0
476,68,6,30,30,10,6,32,0,3,0,1,1,3,145,23.4,1994-05-01,20152016,75,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0.26,0:08,0.6000000000000001,12,0.45,5,0.19,325000.0
477,61,4,14,7,27,4,16,0,0,0,2,0,0,104,21.8833333333333,1994-11-15,20152016,75,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,-4,-0.18,0:26,2.0,7,0.31,11,0.49,335416.6666666667
478,60,2,9,-9,12,2,11,0,0,0,0,0,0,58,16.15,1997-04-29,20162017,74,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,-3,-0.19,0:12,1.2,3,0.19,6,0.37,91666.66666666667
479,56,6,3,2,16,6,9,0,0,0,0,0,1,83,11.0166666666667,1997-04-15,20162017,74,214,3,2,8,3,8,3,3,1,2,2,0,0,0,0,0,0,0,0,8,0,5,0.49,0:17,2.6,13,1.26,8,0.78,72843.75
480,1,0,0,1,0,0,0,0,0,0,0,0,0,2,17.0166666666667,1999-10-07,20192020,71,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0:00,0.0,0,0.0,0,0.0,77083.33333333333
481,67,3,8,-1,26,2,10,0,0,1,1,0,0,63,19.4666666666667,1987-01-13,20062007,73,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,-12,-0.55,0:23,2.0,1,0.05,13,0.6000000000000001,95833.33333333333
482,3,1,0,0,4,1,1,0,0,0,0,0,0,1,9.16666666666667,1994-04-16,20162017,70,203,3,3,7,13,7,13,3,7,4,1,3,0,0,0,0,0,0,0,2,0,-1,-2.18,1:20,14.5,1,2.18,2,4.36,58333.333333333336
483,51,4,7,5,20,4,10,0,1,0,0,0,1,57,16.0,1998-06-07,20172018,69,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,-3,-0.22,0:23,2.5,6,0.44,9,0.66,13728.0
484,69,9,17,40,45,9,24,0,0,0,2,0,0,134,18.95,1995-05-21,20182019,77,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,0,-13,-0.6000000000000001,0:39,3.4,7,0.32,20,0.92,208333.33333333334
485,63,21,27,-7,29,14,34,7,14,0,0,0,2,198,17.35,1994-08-13,20122013,73,205,0,0,2,1,2,1,0,0,3,2,1,0,0,0,0,0,1,0,12,0,-3,-0.16,0:27,2.7,10,0.55,13,0.71,500000.0
486,70,4,28,8,24,2,21,2,11,0,0,0,0,101,23.05,1985-07-30,20072008,71,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,-8,-0.30000000000000004,0:20,1.5,4,0.15,12,0.45,333333.3333333333
487,70,10,24,15,58,4,20,5,13,1,1,0,0,118,20.3666666666667,1998-06-25,20162017,75,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,19,1,-14,-0.59,0:49,4.1,8,0.34,22,0.93,200000.0
488,68,8,27,14,12,8,28,0,7,0,0,0,0,163,23.7666666666667,1999-07-18,20182019,73,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0.22,0:10,0.7,12,0.45,6,0.22,69375.0
